buurtcode,woningtype,QI_bouwjaarklasse,aantal_woningen,gem_epi,gem_oppervlakte,aantal_kleine_woningen,buurtnaam
BU03072901,Apartment,>2010,69,0.885072464,67.49275362,57,Winkelcentrum
BU03072901,Terraced house,2001-2010,2,1.01,109,0,Winkelcentrum
BU03072902,Apartment,2001-2010,20,1.002,91.1,0,Damespolder
BU03072902,Terraced house,2001-2010,230,1.102652174,153.4043478,0,Damespolder
BU03072902,Terraced house,>2010,32,1,153.34375,0,Damespolder
BU03072902,Semi-detached house,2001-2010,76,1.150263158,210.9868421,0,Damespolder
BU03072902,Semi-detached house,>2010,14,1,160.1428571,0,Damespolder
BU03072902,Detached house,2001-2010,7,0.987142857,286.4285714,0,Damespolder
BU03073000,Apartment,2001-2010,16,0.974375,86.9375,5,De Bron Noord
BU03073000,Apartment,>2010,38,0.999473684,75.07894737,22,De Bron Noord
BU03073000,Terraced house,2001-2010,103,0.920679612,125.961165,0,De Bron Noord
BU03073000,Terraced house,>2010,269,0.815724907,132.8066914,0,De Bron Noord
BU03073000,Semi-detached house,2001-2010,4,0.95,242,0,De Bron Noord
BU03073000,Semi-detached house,>2010,74,0.842162162,173.5540541,0,De Bron Noord
BU03073000,Detached house,2001-2010,2,0.9,242,0,De Bron Noord
BU03073000,Detached house,>2010,46,0.871956522,208.6956522,0,De Bron Noord
BU03073001,Apartment,2001-2010,54,0.950925926,86.22222222,18,De Bron Zuid
BU03073001,Apartment,>2010,120,0.879166667,89.71666667,29,De Bron Zuid
BU03073001,Terraced house,2001-2010,79,0.939367089,112.9240506,0,De Bron Zuid
BU03073001,Terraced house,>2010,435,0.900298851,131.3310345,0,De Bron Zuid
BU03073001,Semi-detached house,>2010,62,0.886129032,189.3387097,0,De Bron Zuid
BU03073001,Detached house,>2010,31,0.912258065,222.6129032,0,De Bron Zuid
BU03073101,Apartment,2001-2010,386,1.040673575,101.7668394,72,Hoornplantsoen
BU03073101,Apartment,>2010,50,1.0042,81.36,26,Hoornplantsoen
BU03073101,Terraced house,2001-2010,592,1.079594595,160.339527,0,Hoornplantsoen
BU03073101,Semi-detached house,2001-2010,30,1.156666667,176.4666667,0,Hoornplantsoen
BU03073101,Detached house,2001-2010,19,1.148421053,209.8421053,0,Hoornplantsoen
BU03073102,Apartment,2001-2010,28,0.964285714,98.39285714,0,Muidenkade
BU03073102,Terraced house,2001-2010,445,0.947280899,156.8921348,0,Muidenkade
BU03073102,Terraced house,>2010,2,0.9,212,0,Muidenkade
BU03073102,Semi-detached house,2001-2010,43,0.935581395,160.0232558,0,Muidenkade
BU03073102,Semi-detached house,>2010,11,0.945454545,163.1818182,0,Muidenkade
BU03073102,Detached house,2001-2010,7,0.957142857,172.7142857,0,Muidenkade
BU03073102,Detached house,>2010,5,0.92,232.8,0,Muidenkade
BU03073103,Apartment,2001-2010,294,1.184013605,100.4931973,4,Hogesteeg
BU03073103,Apartment,>2010,209,0.919569378,83.88516746,27,Hogesteeg
BU03073103,Terraced house,2001-2010,111,0.936936937,147.2522523,0,Hogesteeg
BU03073103,Terraced house,>2010,347,0.923659942,123.3170029,2,Hogesteeg
BU03073103,Semi-detached house,>2010,16,0.975,181.9375,0,Hogesteeg
BU03073103,Detached house,1946-1974,1,2.23,151,0,Hogesteeg
BU03073103,Detached house,>2010,20,0.935,229.15,0,Hogesteeg
BU03073108,Semi-detached house,<1946,1,2.8,77,0,Vathorst-Noord
BU03073108,Semi-detached house,1946-1974,1,2.25,214,0,Vathorst-Noord
BU03073108,Detached house,<1946,12,2.2775,147.4166667,1,Vathorst-Noord
BU03073108,Detached house,1946-1974,4,2.31,105.75,1,Vathorst-Noord
BU03073108,Detached house,1975-1990,2,1.82,284,0,Vathorst-Noord
BU03073108,Detached house,1991-2000,2,1.21,384,0,Vathorst-Noord
BU03073108,Detached house,2001-2010,2,0.95,189,0,Vathorst-Noord
