BU_CODE,GM_CODE,InStudieGebied?,Aantal_woningen [Aansluiting],Aantal_utiliteit [Aansluiting],nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),,nrWEQ_totaal [WEQ],Vraag_perWEQ_Totaal [ giga J per WEQ*yr],Vraag_perWEQ_RV [ giga J per WEQ*yr],Vraag_perWEQ_TW [ giga J per WEQ*yr],Vraag_perWEQ_Vent [ giga J per WEQ*yr],Vraag_perWEQ_K [ giga J per WEQ*yr],Vraag_perWEQ_App [ giga J per WEQ*yr],,Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,Studiegebied variabelen,nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),nrWEQ_totaal [WEQ],Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,,,,
BU16520000,GM1652,0,2098,294,2098,657,,2755,65,37,6,0,2,19,,179100,101949,16532,0,5511,52352,,,,,,,,,,,,,,,,
BU16520001,GM1652,0,1728,125,1728,338,,2066,58,35,7,0,2,15,,119850,72323,14465,0,4133,30996,,,,,,,,,,,,,,,,
BU16520002,GM1652,0,2507,71,2507,121,,2628,55,35,8,0,0,11,,144540,91980,21024,0,0,28908,,,,,,,,,,,,,,,,
BU16520003,GM1652,0,44,41,44,517,,561,69,30,2,0,7,30,,38708,16830,1122,0,3927,16830,,,,,,,,,,,,,,,,
BU16520004,GM1652,0,415,4,415,5,,420,51,33,9,0,0,10,,21417,13858,3779,0,0,4199,,,,,,,,,,,,,,,,
BU16520007,GM1652,0,234,11,234,15,,249,62,43,8,0,1,11,,15437,10706,1992,0,249,2739,,,,,,,,,,,,,,,,
BU16520008,GM1652,0,125,11,125,36,,161,68,45,7,0,1,14,,10955,7250,1128,0,161,2255,,,,,,,,,,,,,,,,
BU16520009,GM1652,0,75,31,75,248,,323,50,28,3,0,3,17,,16140,9038,968,0,968,5488,,,,,,,,,,,,,,,,
BU16520100,GM1652,0,596,29,596,78,,674,62,41,8,0,2,12,,41791,27636,5392,0,1348,8089,,,,,,,,,,,,,,,,
BU16520108,GM1652,0,77,5,77,6,,83,75,55,9,0,2,10,,6189,4539,743,0,165,825,,,,,,,,,,,,,,,,
BU16520109,GM1652,0,86,58,86,101,,187,70,48,5,0,5,11,,13091,8977,935,0,935,2057,,,,,,,,,,,,,,,,
BU16520200,GM1652,0,376,17,376,48,,424,68,46,8,0,2,13,,28843,19511,3393,0,848,5514,,,,,,,,,,,,,,,,
BU16520208,GM1652,0,78,2,78,1,,79,69,49,9,0,0,10,,5477,3889,714,0,0,794,,,,,,,,,,,,,,,,
BU16520209,GM1652,0,151,12,151,20,,171,74,50,8,0,1,14,,12617,8525,1364,0,171,2387,,,,,,,,,,,,,,,,
BU16520300,GM1652,0,242,15,242,46,,288,66,44,8,0,2,13,,19040,12693,2308,0,577,3750,,,,,,,,,,,,,,,,
BU16520309,GM1652,0,179,125,179,63,,242,75,51,8,0,5,11,,18149,12342,1936,0,1210,2662,,,,,,,,,,,,,,,,
BU16520400,GM1652,0,1851,123,1851,445,,2296,63,40,7,0,1,14,,144642,91836,16071,0,2296,32143,,,,,,,,,,,,,,,,
BU16520408,GM1652,0,147,339,147,238,,385,78,45,6,0,12,15,,30004,17310,2308,0,4616,5770,,,,,,,,,,,,,,,,
BU16520409,GM1652,0,199,8,199,59,,258,57,39,7,0,1,11,,14721,10072,1808,0,258,2841,,,,,,,,,,,,,,,,
BU16520500,GM1652,0,595,16,595,68,,663,60,40,8,0,1,11,,39796,26531,5306,0,663,7296,,,,,,,,,,,,,,,,
BU16520508,GM1652,0,99,7,99,15,,114,75,56,8,0,0,10,,8563,6393,913,0,0,1142,,,,,,,,,,,,,,,,
BU16520509,GM1652,0,195,113,195,175,,370,58,35,6,0,5,12,,21436,12936,2218,0,1848,4435,,,,,,,,,,,,,,,,
BU16520600,GM1652,0,365,18,365,54,,419,60,40,8,0,1,12,,25122,16748,3350,0,419,5024,,,,,,,,,,,,,,,,
BU16520609,GM1652,0,111,7,111,15,,126,74,54,8,0,0,11,,9342,6817,1010,0,0,1389,,,,,,,,,,,,,,,,
BU16550101,GM1655,0,2450,264,2450,314,,2764,59,37,8,0,1,14,,163097,102281,22115,0,2764,38701,,,,,,,,,,,,,,,,
BU16550102,GM1655,0,243,8,243,19,,262,75,53,9,0,1,13,,19633,13874,2356,0,262,3403,,,,,,,,,,,,,,,,
BU16550109,GM1655,0,169,115,169,572,,741,52,29,3,0,3,17,,38514,21479,2222,0,2222,12591,,,,,,,,,,,,,,,,
BU16550201,GM1655,0,506,39,506,49,,555,64,42,8,0,1,12,,35519,23309,4440,0,555,6660,,,,,,,,,,,,,,,,
BU16550209,GM1655,0,22,0,22,0,,22,70,52,9,0,0,10,,1540,1144,198,0,0,220,,,,,,,,,,,,,,,,
BU16550301,GM1655,0,2079,280,2079,538,,2617,58,33,6,0,2,16,,151778,86356,15701,0,5234,41870,,,,,,,,,,,,,,,,
BU16550302,GM1655,0,964,144,964,214,,1178,61,38,7,0,1,14,,71861,44766,8246,0,1178,16493,,,,,,,,,,,,,,,,
BU16550303,GM1655,0,723,222,723,199,,922,63,35,7,0,2,19,,58104,32280,6456,0,1845,17524,,,,,,,,,,,,,,,,
BU16550304,GM1655,0,910,149,910,100,,1010,51,32,7,0,1,11,,51485,32304,7067,0,1010,11105,,,,,,,,,,,,,,,,
BU16550305,GM1655,0,848,51,848,32,,880,49,30,8,0,0,11,,43110,26394,7038,0,0,9678,,,,,,,,,,,,,,,,
BU16550307,GM1655,0,240,19,240,863,,1103,40,25,2,0,2,11,,44112,27570,2206,0,2206,12131,,,,,,,,,,,,,,,,
BU16550308,GM1655,0,111,15,111,19,,130,75,52,8,0,1,14,,9769,6773,1042,0,130,1824,,,,,,,,,,,,,,,,
BU16550309,GM1655,0,142,6,142,39,,181,71,53,7,0,0,10,,12853,9594,1267,0,0,1810,,,,,,,,,,,,,,,,
BU16550401,GM1655,0,2121,190,2121,299,,2420,64,41,8,0,2,13,,154882,99221,19360,0,4840,31460,,,,,,,,,,,,,,,,
BU16550402,GM1655,0,137,122,137,82,,219,72,46,8,0,8,10,,15802,10096,1756,0,1756,2195,,,,,,,,,,,,,,,,
BU16550403,GM1655,0,104,2,104,10,,114,71,52,8,0,0,10,,8091,5926,912,0,0,1140,,,,,,,,,,,,,,,,
BU16550408,GM1655,0,412,100,412,135,,547,61,38,7,0,4,12,,33378,20793,3830,0,2189,6566,,,,,,,,,,,,,,,,
BU16550409,GM1655,0,111,16,111,40,,151,67,48,7,0,1,11,,10093,7231,1055,0,151,1657,,,,,,,,,,,,,,,,
BU16550501,GM1655,0,927,69,927,89,,1016,63,42,8,0,1,11,,64038,42692,8132,0,1016,11181,,,,,,,,,,,,,,,,
BU16550509,GM1655,0,159,19,159,70,,229,68,40,6,0,3,19,,15543,9143,1371,0,686,4343,,,,,,,,,,,,,,,,
BU16580000,GM1658,0,4016,292,4016,513,,4529,64,41,8,0,1,14,,289826,185670,36228,0,4529,63400,,,,,,,,,,,,,,,,
BU16580001,GM1658,0,13,17,13,69,,82,42,24,2,0,2,14,,3432,1961,163,0,163,1144,,,,,,,,,,,,,,,,
BU16580009,GM1658,0,265,210,265,637,,902,102,66,5,0,8,23,,92042,59557,4512,0,7219,20755,,,,,,,,,,,,,,,,
BU16580100,GM1658,0,1538,142,1538,280,,1818,66,41,7,0,1,16,,119997,74544,12727,0,1818,29090,,,,,,,,,,,,,,,,
BU16580101,GM1658,0,61,2,61,2,,63,79,60,9,0,0,10,,4944,3755,563,0,0,626,,,,,,,,,,,,,,,,
BU16580108,GM1658,0,40,12,40,57,,97,109,73,6,0,13,17,,10525,7049,579,0,1255,1642,,,,,,,,,,,,,,,,
BU16580109,GM1658,0,72,6,72,12,,84,83,59,9,0,3,12,,6932,4927,752,0,251,1002,,,,,,,,,,,,,,,,
BU16580200,GM1658,0,163,12,163,51,,214,66,46,7,0,1,11,,14117,9839,1497,0,214,2353,,,,,,,,,,,,,,,,
BU16580209,GM1658,0,24,3,24,11,,35,75,49,8,0,7,11,,2624,1715,280,0,245,385,,,,,,,,,,,,,,,,
BU16580300,GM1658,0,392,18,392,46,,438,69,47,8,0,2,12,,30208,20576,3502,0,876,5254,,,,,,,,,,,,,,,,
BU16580308,GM1658,0,38,1,38,0,,38,77,58,9,0,0,10,,2935,2211,343,0,0,381,,,,,,,,,,,,,,,,
BU16580309,GM1658,0,218,56,218,80,,298,73,47,7,0,4,15,,21747,14001,2085,0,1192,4469,,,,,,,,,,,,,,,,
BU16590000,GM1659,0,2350,242,2350,330,,2680,56,33,7,0,1,15,,150087,88444,18761,0,2680,40202,,,,,,,,,,,,,,,,
BU16590001,GM1659,0,1735,134,1735,248,,1983,58,34,7,0,1,16,,115001,67414,13879,0,1983,31724,,,,,,,,,,,,,,,,
BU16590002,GM1659,0,59,22,59,76,,135,69,36,4,0,2,26,,9284,4844,538,0,269,3498,,,,,,,,,,,,,,,,
BU16590003,GM1659,0,101,43,101,271,,372,56,34,3,0,2,17,,20820,12641,1115,0,744,6320,,,,,,,,,,,,,,,,
BU16590009,GM1659,0,341,33,341,1349,,1690,39,23,2,0,2,12,,65919,38875,3380,0,3380,20283,,,,,,,,,,,,,,,,
BU16590100,GM1659,0,2229,136,2229,273,,2502,62,39,8,0,1,15,,155110,97569,20014,0,2502,37527,,,,,,,,,,,,,,,,
BU16590101,GM1659,0,19,4,19,5,,24,77,50,8,0,1,19,,1824,1185,190,0,24,450,,,,,,,,,,,,,,,,
BU16590102,GM1659,0,5,3,5,11,,16,72,31,3,0,2,35,,1187,511,49,0,33,577,,,,,,,,,,,,,,,,
BU16590108,GM1659,0,56,7,56,27,,83,98,63,6,0,3,25,,8094,5203,496,0,248,2065,,,,,,,,,,,,,,,,
BU16590109,GM1659,0,82,15,82,81,,163,65,35,5,0,3,22,,10613,5715,816,0,490,3592,,,,,,,,,,,,,,,,
BU16590200,GM1659,0,1526,98,1526,148,,1674,61,39,8,0,1,13,,102108,65282,13391,0,1674,21761,,,,,,,,,,,,,,,,
BU16590201,GM1659,0,11,51,11,991,,1002,36,18,1,0,2,15,,36086,18043,1002,0,2005,15036,,,,,,,,,,,,,,,,
BU16590209,GM1659,0,265,22,265,80,,345,78,49,7,0,2,20,,26941,16924,2418,0,691,6908,,,,,,,,,,,,,,,,
BU16590300,GM1659,0,449,32,449,69,,518,69,46,8,0,1,15,,35722,23815,4142,0,518,7766,,,,,,,,,,,,,,,,
BU16590309,GM1659,0,293,23,293,171,,464,64,40,6,0,1,17,,29719,18574,2786,0,464,7894,,,,,,,,,,,,,,,,
BU16670000,GM1667,0,3145,248,3145,441,,3586,63,39,8,0,1,15,,225929,139861,28689,0,3586,53793,,,,,,,,,,,,,,,,
BU16670001,GM1667,0,133,17,133,139,,272,52,34,5,0,1,12,,14168,9264,1362,0,272,3270,,,,,,,,,,,,,,,,
BU16670002,GM1667,0,115,32,115,93,,208,85,47,6,0,5,27,,17661,9766,1247,0,1039,5610,,,,,,,,,,,,,,,,
BU16670008,GM1667,0,226,6,226,22,,248,58,36,8,0,2,12,,14411,8945,1988,0,497,2982,,,,,,,,,,,,,,,,
BU16670009,GM1667,0,76,13,76,8,,84,80,58,9,0,2,11,,6757,4899,760,0,169,929,,,,,,,,,,,,,,,,
BU16670100,GM1667,0,568,18,568,40,,608,67,46,8,0,1,11,,40710,27950,4861,0,608,6684,,,,,,,,,,,,,,,,
BU16670109,GM1667,0,130,83,130,100,,230,80,47,7,0,8,18,,18431,10828,1613,0,1843,4147,,,,,,,,,,,,,,,,
BU16670200,GM1667,0,634,37,634,61,,695,65,43,8,0,1,12,,45176,29886,5560,0,695,8340,,,,,,,,,,,,,,,,
BU16670209,GM1667,0,128,164,128,106,,234,84,55,7,0,9,12,,19691,12893,1641,0,2110,2813,,,,,,,,,,,,,,,,
BU16670300,GM1667,0,246,10,246,24,,270,68,46,8,0,1,13,,18373,12428,2161,0,270,3512,,,,,,,,,,,,,,,,
BU16670309,GM1667,0,68,5,68,4,,72,76,55,9,0,1,11,,5471,3959,648,0,72,792,,,,,,,,,,,,,,,,
BU16690101,GM1669,0,1268,70,1268,193,,1461,69,47,8,0,1,13,,100790,68654,11686,0,1461,18989,,,,,,,,,,,,,,,,
BU16690109,GM1669,0,76,17,76,173,,249,56,31,3,0,2,20,,13924,7708,746,0,497,4973,,,,,,,,,,,,,,,,
BU16690201,GM1669,0,1354,52,1354,485,,1839,76,49,7,0,2,17,,139758,90107,12872,0,3678,31262,,,,,,,,,,,,,,,,
BU16690202,GM1669,0,35,7,35,4,,39,82,60,9,0,2,12,,3198,2340,351,0,78,468,,,,,,,,,,,,,,,,
BU16690203,GM1669,0,81,2,81,6,,87,79,59,9,0,2,10,,6865,5127,782,0,174,869,,,,,,,,,,,,,,,,
BU16690204,GM1669,0,11,0,11,0,,11,83,64,9,0,0,10,,913,704,99,0,0,110,,,,,,,,,,,,,,,,
BU16690209,GM1669,0,77,14,77,31,,108,79,55,7,0,2,15,,8531,5939,756,0,216,1620,,,,,,,,,,,,,,,,
BU16690301,GM1669,0,1619,159,1619,924,,2543,59,37,6,0,1,15,,150036,94090,15258,0,2543,38145,,,,,,,,,,,,,,,,
BU16690309,GM1669,0,2,5,2,9,,11,87,35,4,0,14,34,,958,385,44,0,154,374,,,,,,,,,,,,,,,,
BU16690401,GM1669,0,1651,79,1651,242,,1893,67,45,8,0,1,13,,126846,85195,15146,0,1893,24612,,,,,,,,,,,,,,,,
BU16690402,GM1669,0,20,4,20,3,,23,80,56,8,0,1,15,,1868,1307,187,0,23,350,,,,,,,,,,,,,,,,
BU16690403,GM1669,0,39,1,39,1,,40,79,58,8,0,0,11,,3196,2347,324,0,0,445,,,,,,,,,,,,,,,,
BU16690404,GM1669,0,56,5,56,39,,95,85,49,6,0,7,23,,8107,4673,572,0,668,2194,,,,,,,,,,,,,,,,
BU16690409,GM1669,0,59,289,59,172,,231,75,40,6,0,15,14,,17307,9230,1385,0,3461,3231,,,,,,,,,,,,,,,,
BU16690501,GM1669,0,1838,70,1838,601,,2439,75,51,7,0,4,12,,182950,124406,17075,0,9757,29272,,,,,,,,,,,,,,,,
BU16690502,GM1669,0,0,4,0,23,,23,115,44,0,0,12,59,,2622,1003,0,0,274,1345,,,,,,,,,,,,,,,,
BU16690503,GM1669,0,106,1,106,0,,106,64,45,9,0,0,10,,6788,4773,955,0,0,1061,,,,,,,,,,,,,,,,
BU16690509,GM1669,0,71,88,71,295,,366,85,30,3,0,11,42,,31102,10977,1098,0,4025,15368,,,,,,,,,,,,,,,,
BU16690601,GM1669,0,926,50,926,189,,1115,65,44,7,0,1,12,,72451,49044,7802,0,1115,13376,,,,,,,,,,,,,,,,
BU16690602,GM1669,0,66,2,66,3,,69,73,53,9,0,1,10,,5056,3671,623,0,69,693,,,,,,,,,,,,,,,,
BU16690603,GM1669,0,50,5,50,6,,56,76,52,9,0,1,14,,4239,2900,502,0,56,781,,,,,,,,,,,,,,,,
BU16690604,GM1669,0,8,1,8,0,,8,74,55,9,0,0,10,,597,444,73,0,0,81,,,,,,,,,,,,,,,,
BU16690605,GM1669,0,11,24,11,8,,19,55,34,6,0,1,14,,1029,636,112,0,19,262,,,,,,,,,,,,,,,,
BU16690609,GM1669,0,40,18,40,232,,272,62,27,3,0,6,26,,16875,7349,817,0,1633,7077,,,,,,,,,,,,,,,,
BU16740000,GM1674,0,2034,479,2034,804,,2838,66,35,6,0,4,21,,187333,99343,17030,0,11354,59606,,,,,,,,,,,,,,,,
BU16740001,GM1674,0,698,422,698,988,,1686,78,30,3,0,4,40,,131537,50591,5059,0,6745,67455,,,,,,,,,,,,,,,,
BU16740002,GM1674,0,512,84,512,231,,743,69,38,6,0,4,22,,51258,28229,4457,0,2971,16343,,,,,,,,,,,,,,,,
BU16740003,GM1674,0,455,49,455,105,,560,65,37,7,0,2,19,,36398,20719,3920,0,1120,10640,,,,,,,,,,,,,,,,
BU16740100,GM1674,0,920,169,920,55,,975,58,37,8,0,1,12,,56575,36091,7804,0,975,11705,,,,,,,,,,,,,,,,
BU16740101,GM1674,0,977,173,977,200,,1177,60,38,7,0,1,14,,70613,44721,8238,0,1177,16476,,,,,,,,,,,,,,,,
BU16740102,GM1674,0,940,195,940,126,,1066,56,37,7,0,1,12,,59691,39439,7461,0,1066,12791,,,,,,,,,,,,,,,,
BU16740200,GM1674,0,715,146,715,300,,1015,74,49,6,0,1,17,,75132,49749,6092,0,1015,17260,,,,,,,,,,,,,,,,
BU16740201,GM1674,0,795,139,795,60,,855,60,39,8,0,1,13,,51298,33343,6840,0,855,11114,,,,,,,,,,,,,,,,
BU16740202,GM1674,0,1728,168,1728,123,,1851,47,29,7,0,1,11,,86975,53666,12954,0,1851,20356,,,,,,,,,,,,,,,,
BU16740209,GM1674,0,113,85,113,44,,157,78,48,7,0,3,21,,12283,7559,1102,0,472,3307,,,,,,,,,,,,,,,,
BU16740300,GM1674,0,964,217,964,180,,1144,60,38,7,0,2,15,,68640,43472,8008,0,2288,17160,,,,,,,,,,,,,,,,
BU16740301,GM1674,0,563,62,563,16,,579,42,25,6,0,0,10,,24327,14480,3475,0,0,5792,,,,,,,,,,,,,,,,
BU16740302,GM1674,0,1067,164,1067,125,,1192,51,30,7,0,1,13,,60792,35760,8344,0,1192,15496,,,,,,,,,,,,,,,,
BU16740303,GM1674,0,1048,355,1048,345,,1393,51,29,6,0,1,15,,71067,40411,8361,0,1393,20902,,,,,,,,,,,,,,,,
BU16740309,GM1674,0,137,146,137,443,,580,98,39,3,0,9,47,,56835,22618,1740,0,5220,27258,,,,,,,,,,,,,,,,
BU16740400,GM1674,0,526,108,526,72,,598,58,35,7,0,1,14,,34659,20915,4183,0,598,8366,,,,,,,,,,,,,,,,
BU16740401,GM1674,0,807,121,807,150,,957,58,36,7,0,1,15,,55478,34435,6696,0,957,14348,,,,,,,,,,,,,,,,
BU16740402,GM1674,0,866,159,866,54,,920,47,28,7,0,0,12,,43217,25746,6437,0,0,11034,,,,,,,,,,,,,,,,
BU16740403,GM1674,0,1102,150,1102,74,,1176,46,28,6,0,1,11,,54092,32925,7055,0,1176,12935,,,,,,,,,,,,,,,,
BU16740404,GM1674,0,1368,152,1368,23,,1391,46,27,8,0,0,10,,63970,37548,11125,0,0,13907,,,,,,,,,,,,,,,,
BU16740405,GM1674,0,716,132,716,94,,810,47,25,6,0,1,14,,38066,20248,4859,0,810,11339,,,,,,,,,,,,,,,,
BU16740409,GM1674,0,64,6,64,10,,74,76,55,8,0,2,11,,5608,4059,590,0,148,812,,,,,,,,,,,,,,,,
BU16740500,GM1674,0,416,173,416,367,,783,62,33,5,0,3,21,,48515,25823,3913,0,2348,16433,,,,,,,,,,,,,,,,
BU16740501,GM1674,0,734,169,734,36,,770,57,37,7,0,0,11,,43881,28484,5389,0,0,8468,,,,,,,,,,,,,,,,
BU16740502,GM1674,0,878,114,878,154,,1032,57,35,7,0,1,14,,58847,36134,7227,0,1032,14454,,,,,,,,,,,,,,,,
BU16740509,GM1674,0,26,24,26,88,,114,96,45,3,0,10,38,,10951,5133,342,0,1141,4335,,,,,,,,,,,,,,,,
BU16740600,GM1674,0,1833,251,1833,365,,2198,60,37,8,0,2,13,,131864,81316,17582,0,4395,28571,,,,,,,,,,,,,,,,
BU16740601,GM1674,0,1478,108,1478,133,,1611,49,30,7,0,1,11,,78936,48328,11277,0,1611,17720,,,,,,,,,,,,,,,,
BU16740602,GM1674,0,1068,156,1068,122,,1190,55,33,7,0,1,14,,65456,39274,8331,0,1190,16662,,,,,,,,,,,,,,,,
BU16740603,GM1674,0,342,1,342,0,,342,64,44,10,0,0,9,,21889,15049,3420,0,0,3078,,,,,,,,,,,,,,,,
BU16740609,GM1674,0,34,8,34,81,,115,96,46,4,0,12,34,,11083,5311,462,0,1385,3925,,,,,,,,,,,,,,,,
BU16740700,GM1674,0,416,58,416,489,,905,91,61,6,0,3,21,,82389,55228,5432,0,2716,19013,,,,,,,,,,,,,,,,
BU16740701,GM1674,0,1169,85,1169,35,,1204,48,29,8,0,0,11,,57813,34928,9635,0,0,13249,,,,,,,,,,,,,,,,
BU16740702,GM1674,0,1313,63,1313,83,,1396,53,33,8,0,0,12,,74007,46080,11171,0,0,16756,,,,,,,,,,,,,,,,
BU16740703,GM1674,0,1091,20,1091,20,,1111,46,28,8,0,0,10,,51099,31104,8887,0,0,11108,,,,,,,,,,,,,,,,
BU16740705,GM1674,0,819,5,819,22,,841,46,28,8,0,0,10,,38704,23559,6731,0,0,8414,,,,,,,,,,,,,,,,
BU16740706,GM1674,0,2,0,2,0,,2,87,69,9,0,0,10,,174,138,18,0,0,20,,,,,,,,,,,,,,,,
BU16740709,GM1674,0,78,6,78,0,,78,79,60,9,0,0,10,,6194,4704,706,0,0,784,,,,,,,,,,,,,,,,
BU16740800,GM1674,0,41,277,41,1163,,1204,75,27,1,0,7,40,,90324,32517,1204,0,8430,48173,,,,,,,,,,,,,,,,
BU16740801,GM1674,0,24,36,24,89,,113,85,38,2,0,5,39,,9571,4279,225,0,563,4391,,,,,,,,,,,,,,,,
BU16740802,GM1674,0,29,58,29,387,,416,61,24,1,0,4,31,,25355,9976,416,0,1663,12885,,,,,,,,,,,,,,,,
BU16740803,GM1674,0,71,96,71,568,,639,88,28,2,0,5,53,,56251,17898,1278,0,3196,33878,,,,,,,,,,,,,,,,
BU16740804,GM1674,0,81,68,81,150,,231,89,40,4,0,7,37,,20590,9254,925,0,1619,8560,,,,,,,,,,,,,,,,
BU16741000,GM1674,0,564,39,564,41,,605,65,45,8,0,1,11,,39350,27242,4843,0,605,6659,,,,,,,,,,,,,,,,
BU16741009,GM1674,0,127,12,127,33,,160,79,55,8,0,5,11,,12675,8824,1284,0,802,1765,,,,,,,,,,,,,,,,
BU16741100,GM1674,0,2022,272,2022,259,,2281,62,40,8,0,1,14,,141426,91242,18248,0,2281,31935,,,,,,,,,,,,,,,,
BU16741108,GM1674,0,51,2,51,0,,51,78,59,9,0,0,10,,3991,3019,461,0,0,512,,,,,,,,,,,,,,,,
BU16741109,GM1674,0,15,0,15,0,,15,78,59,9,0,0,10,,1170,885,135,0,0,150,,,,,,,,,,,,,,,,
BU16741200,GM1674,0,616,53,616,114,,730,66,44,7,0,1,14,,48199,32133,5112,0,730,10224,,,,,,,,,,,,,,,,
BU16741209,GM1674,0,120,14,120,31,,151,81,51,7,0,3,19,,12193,7677,1054,0,452,2860,,,,,,,,,,,,,,,,
BU16741300,GM1674,0,162,4,162,4,,166,65,46,9,0,0,10,,10802,7645,1496,0,0,1662,,,,,,,,,,,,,,,,
BU16741309,GM1674,0,88,2,88,0,,88,76,57,9,0,0,10,,6709,5032,794,0,0,883,,,,,,,,,,,,,,,,
BU16741400,GM1674,0,286,11,286,23,,309,64,44,8,0,1,10,,19752,13579,2469,0,309,3086,,,,,,,,,,,,,,,,
BU16741409,GM1674,0,215,20,215,29,,244,80,56,8,0,2,14,,19514,13660,1951,0,488,3415,,,,,,,,,,,,,,,,
BU16760000,GM1676,1,1919,431,1919,539,,2458,67,38,6,0,3,19,,164671,93396,14747,0,7373,46698,,,,,,,,,,,,,,,,
BU16760001,GM1676,1,818,125,818,62,,880,49,29,7,0,1,12,,43120,25520,6160,0,880,10560,,,,,,,,,,,,,,,,
BU16760002,GM1676,1,2041,131,2041,243,,2284,49,28,7,0,1,13,,111912,63950,15987,0,2284,29691,,,,,,,,,,,,,,,,
BU16760003,GM1676,1,82,57,82,193,,275,51,27,3,0,3,18,,14046,7436,826,0,826,4957,,,,,,,,,,,,,,,,
BU16760004,GM1676,1,303,15,303,135,,438,61,37,7,0,2,15,,26710,16201,3065,0,876,6568,,,,,,,,,,,,,,,,
BU16760007,GM1676,1,286,30,286,237,,523,72,28,5,0,5,34,,37627,14633,2613,0,2613,17768,,,,,,,,,,,,,,,,
BU16760008,GM1676,1,20,5,20,36,,56,70,35,4,0,5,27,,3896,1948,223,0,278,1503,,,,,,,,,,,,,,,,
BU16760009,GM1676,1,24,1,24,1,,25,77,58,9,0,1,10,,1906,1436,223,0,25,248,,,,,,,,,,,,,,,,
BU16760100,GM1676,1,729,87,729,111,,840,61,38,7,0,2,14,,51245,31923,5881,0,1680,11761,,,,,,,,,,,,,,,,
BU16760109,GM1676,1,48,960,48,607,,655,79,40,4,0,19,16,,51743,26199,2620,0,12444,10480,,,,,,,,,,,,,,,,
BU16760200,GM1676,1,320,38,320,35,,355,60,40,8,0,2,10,,21288,14192,2838,0,710,3548,,,,,,,,,,,,,,,,
BU16760209,GM1676,1,70,4,70,5,,75,74,51,8,0,1,13,,5585,3849,604,0,75,981,,,,,,,,,,,,,,,,
BU16760300,GM1676,1,379,21,379,32,,411,63,42,8,0,2,11,,25879,17253,3286,0,822,4519,,,,,,,,,,,,,,,,
BU16760309,GM1676,1,81,7,81,21,,102,63,44,7,0,1,11,,6457,4509,717,0,102,1127,,,,,,,,,,,,,,,,
BU16760400,GM1676,1,159,14,159,40,,199,69,46,8,0,2,13,,13730,9153,1592,0,398,2587,,,,,,,,,,,,,,,,
BU16760401,GM1676,1,177,10,177,8,,185,71,51,9,0,1,10,,13106,9414,1661,0,185,1846,,,,,,,,,,,,,,,,
BU16760409,GM1676,1,27,1,27,2,,29,70,49,8,0,1,12,,1998,1398,228,0,29,342,,,,,,,,,,,,,,,,
BU16760500,GM1676,1,1256,223,1256,190,,1446,58,35,7,0,2,13,,83867,50609,10122,0,2892,18798,,,,,,,,,,,,,,,,
BU16760501,GM1676,1,195,1077,195,619,,814,74,36,6,0,17,15,,60253,29312,4885,0,13842,12213,,,,,,,,,,,,,,,,
BU16760509,GM1676,1,105,29,105,80,,185,65,39,6,0,3,17,,12001,7201,1108,0,554,3139,,,,,,,,,,,,,,,,
BU16760600,GM1676,1,966,110,966,129,,1095,60,37,8,0,1,15,,65713,40523,8762,0,1095,16428,,,,,,,,,,,,,,,,
BU16760609,GM1676,1,113,14,113,130,,243,57,35,5,0,2,15,,13861,8511,1216,0,486,3648,,,,,,,,,,,,,,,,
BU16760700,GM1676,1,823,106,823,134,,957,59,37,8,0,1,14,,56442,35396,7653,0,957,13393,,,,,,,,,,,,,,,,
BU16760701,GM1676,1,116,10,116,7,,123,64,43,9,0,1,11,,7889,5300,1109,0,123,1356,,,,,,,,,,,,,,,,
BU16760708,GM1676,1,27,9,27,30,,57,87,38,5,0,4,40,,4924,2151,283,0,226,2264,,,,,,,,,,,,,,,,
BU16760709,GM1676,1,94,7,94,66,,160,57,39,6,0,2,11,,9092,6221,957,0,319,1755,,,,,,,,,,,,,,,,
BU16760800,GM1676,1,219,17,219,10,,229,61,42,8,0,1,10,,13981,9626,1834,0,229,2292,,,,,,,,,,,,,,,,
BU16760809,GM1676,1,41,152,41,113,,154,88,52,6,0,17,13,,13540,8001,923,0,2616,2000,,,,,,,,,,,,,,,,
BU16760900,GM1676,1,547,450,547,363,,910,64,36,7,0,9,12,,58272,32778,6373,0,8194,10926,,,,,,,,,,,,,,,,
BU16760909,GM1676,1,100,47,100,33,,133,73,46,8,0,6,13,,9735,6134,1067,0,800,1734,,,,,,,,,,,,,,,,
BU16761000,GM1676,1,259,23,259,21,,280,59,38,8,0,1,12,,16546,10657,2244,0,280,3365,,,,,,,,,,,,,,,,
BU16761009,GM1676,1,151,18,151,45,,196,72,46,7,0,3,16,,14147,9039,1375,0,589,3144,,,,,,,,,,,,,,,,
